# robot.pose.x robot.pose.y robot.pose.theta 
-14.0604 1.20869 -2.70632 
-14.0948 1.17594 -2.69274 
-14.0952 1.17645 -2.69206 
-14.2053 1.1329 -2.69641 
-14.1665 1.10739 -2.66082 
-14.2833 1.09139 -2.65801 
-14.2973 1.04114 -2.64551 
-14.348 1.01634 -2.61931 
-14.3469 1.01638 -2.6194 
-14.4259 0.967258 -2.62555 
-14.4835 0.941075 -2.61303 
-14.513 0.90928 -2.59618 
-14.624 0.872252 -2.59026 
-14.6456 0.835415 -2.57814 
-14.6463 0.835306 -2.57818 
-14.6452 0.804511 -2.57179 
-14.737 0.775658 -2.53557 
-14.7758 0.721162 -2.50492 
-14.7804 0.687415 -2.47362 
-14.8765 0.609556 -2.46809 
-14.9391 0.570099 -2.4172 
-14.9409 0.567232 -2.4199 
-14.9269 0.503447 -2.37483 
-14.9822 0.413194 -2.33832 
-14.9672 0.326535 -2.26002 
-15.0461 0.29378 -2.1768 
-15.0573 0.193923 -2.11239 
-15.1029 0.328867 -2.02675 
-15.1124 0.317289 -2.02914 
-15.1333 0.271463 -1.97074 
-15.0843 0.238348 -1.8914 
-15.1046 0.149583 -1.819 
-15.0586 0.107634 -1.75222 
-15.1029 -0.144678 -1.70081 
-15.0997 -0.130504 -1.69818 
-15.1517 -0.182558 -1.64619 
-15.0777 -0.186701 -1.62259 
-15.0407 -0.266193 -1.60414 
-15.1301 -0.347307 -1.55164 
-15.0321 -0.293455 -1.54087 
-15.0211 -0.319438 -1.54693 
-15.1408 -0.3826 -1.51896 
-15.1758 -0.435881 -1.48819 
-15.1663 -0.487235 -1.46864 
-15.1504 -0.536038 -1.4706 
-15.1767 -0.614602 -1.43962 
-15.1434 -0.65967 -1.43282 
-15.1381 -0.708659 -1.4338 
-15.1314 -0.757186 -1.42977 
-15.1449 -0.808852 -1.39642 
-15.1071 -0.853576 -1.42186 
-15.1086 -0.903405 -1.40105 
-15.0884 -0.949121 -1.42163 
-15.0953 -0.999294 -1.40446 
-15.1 -0.870831 -1.41433 
-15.1097 -0.940956 -1.40872 
-15.0938 -0.98888 -1.41168 
-15.0502 -1.23007 -1.42514 
-15.0453 -1.33799 -1.4126 
-15.0382 -1.28028 -1.42593 
-15.0314 -1.29295 -1.43284 
-14.9295 -1.54235 -1.45988 
-14.9312 -1.44796 -1.45305 
-14.931 -1.49096 -1.44865 
-14.9223 -1.54128 -1.4452 
-14.946 -1.78967 -1.43922 
-14.8672 -1.91274 -1.4615 
-14.9383 -1.8558 -1.4335 
-14.8502 -1.88901 -1.47858 
-14.8846 -1.89366 -1.45402 
-14.864 -1.994 -1.45233 
-14.8358 -2.08099 -1.46409 
-14.8428 -2.08917 -1.45452 
-14.8422 -2.0862 -1.45418 
-14.8591 -2.14828 -1.41664 
-14.8215 -2.14814 -1.45682 
-14.7845 -2.24209 -1.46401 
-14.8315 -2.30093 -1.45189 
-14.8277 -2.3622 -1.44888 
-14.8924 -2.34661 -1.43903 
-14.8725 -2.36688 -1.45136 
-14.8724 -2.4308 -1.44689 
-14.8828 -2.57686 -1.43961 
-14.8414 -2.62454 -1.44408 
-14.811 -2.68956 -1.45176 
-14.8342 -2.70077 -1.42936 
-14.835 -2.69904 -1.42843 
-14.8168 -2.78252 -1.42854 
-14.8201 -2.82038 -1.40974 
-14.794 -2.9265 -1.42215 
-14.8316 -2.92063 -1.39775 
-14.7663 -2.96863 -1.43062 
-14.7801 -2.95465 -1.42939 
-14.7952 -2.94954 -1.42874 
-14.7405 -3.0607 -1.4273 
-14.7079 -3.18033 -1.42875 
-14.7932 -3.1698 -1.4013 
-14.76 -3.28066 -1.38647 
-14.6922 -3.34412 -1.42687 
-14.6975 -3.37303 -1.42022 
-14.6963 -3.41635 -1.41393 
-14.6917 -3.4029 -1.41876 
-14.6813 -3.50733 -1.40727 
-14.6576 -3.5896 -1.41429 
-14.6587 -3.56114 -1.4144 
-14.6593 -3.56122 -1.41435 
-14.6572 -3.65879 -1.41455 
-14.5597 -3.75981 -1.43919 
-14.5864 -3.76473 -1.44504 
-14.6104 -3.87177 -1.43775 
-14.6138 -3.92801 -1.4491 
-14.593 -3.96306 -1.45104 
-14.5961 -3.96196 -1.45073 
-14.6112 -4.00053 -1.45722 
-14.5787 -4.09522 -1.44631 
-14.5303 -4.17888 -1.43821 
-14.5348 -4.13926 -1.44178 
-14.5185 -4.18949 -1.42365 
-14.4743 -4.24167 -1.38907 
-14.4978 -4.26982 -1.39988 
-14.4856 -4.34617 -1.4037 
-14.4787 -4.37381 -1.39336 
-14.463 -4.42413 -1.37387 
-14.4313 -4.52709 -1.37011 
-14.3821 -4.58174 -1.34726 
-14.3797 -4.59016 -1.34781 
-14.4162 -4.6386 -1.31923 
-14.4187 -4.70534 -1.27247 
-14.3981 -4.74354 -1.2458 
-14.3943 -4.78368 -1.2057 
-14.3639 -4.87867 -1.1883 
-14.3384 -4.89255 -1.17661 
-14.3332 -4.88618 -1.17731 
-14.2857 -4.91621 -1.12784 
-14.2867 -4.98489 -1.11045 
-14.2087 -5.00573 -1.09505 
-14.2126 -5.07394 -1.09131 
-14.1518 -5.13628 -1.09024 
-14.1431 -5.15028 -1.08601 
-14.1179 -5.25042 -1.08124 
-14.1157 -5.24069 -1.06716 
-14.0406 -5.32498 -1.06285 
-13.999 -5.35414 -1.07561 
-14.0073 -5.41123 -1.03883 
-13.9229 -5.4694 -1.04871 
-13.9157 -5.51605 -1.07184 
-13.9269 -5.54243 -1.05392 
-13.8969 -5.5595 -1.05361 
-13.8324 -5.60381 -1.05654 
-13.8493 -5.66392 -1.04133 
-13.795 -5.73489 -1.04481 
-13.8031 -5.72771 -1.04641 
-13.8462 -5.78852 -1.02568 
-13.7847 -5.82381 -1.0343 
-13.8011 -5.85277 -1.04221 
-13.8293 -5.87964 -1.03052 
-13.8429 -5.88265 -1.02667 
-13.8958 -5.91041 -1.00417 
-13.8047 -6.01457 -0.992377 
-13.815 -6.01684 -0.990365 
-13.7107 -6.04736 -0.984824 
-13.6419 -6.0954 -0.968114 
-13.5958 -6.17795 -0.951831 
-13.5117 -6.19389 -0.937185 
-13.5087 -6.19865 -0.941365 
-13.4593 -6.2676 -0.929591 
-13.4559 -6.33486 -0.890933 
-13.3692 -6.3629 -0.882085 
-13.3673 -6.40612 -0.858336 
-13.2221 -6.41579 -0.855233 
-13.1325 -6.49142 -0.834588 
-13.1296 -6.51817 -0.836372 
-12.9619 -6.5312 -0.810574 
-12.941 -6.58349 -0.783162 
-12.8512 -6.54458 -0.750177 
-12.8478 -6.56281 -0.759699 
-12.7411 -6.69565 -0.674853 
-12.7009 -6.6433 -0.689831 
-12.756 -6.66727 -0.626136 
-12.7221 -6.71957 -0.594768 
-12.6236 -6.73425 -0.563555 
-12.3883 -6.78898 -0.576674 
-12.4942 -6.8043 -0.526533 
-12.4062 -6.8173 -0.511438 
-12.4052 -6.82621 -0.511138 
-12.4397 -6.8611 -0.453331 
-12.3827 -6.84631 -0.452481 
-12.329 -6.88859 -0.42409 
-12.2272 -6.89386 -0.430033 
-12.1941 -6.91175 -0.415825 
-12.1187 -6.93563 -0.414629 
-12.1085 -6.94107 -0.409426 
-12.0413 -6.94136 -0.406933 
-12.0661 -6.95624 -0.376126 
-11.9732 -6.98475 -0.388388 
-11.9034 -7.00667 -0.391787 
-11.855 -6.998 -0.386711 
-11.8539 -6.99634 -0.387103 
-11.7724 -7.01633 -0.394809 
-11.7483 -7.04936 -0.380381 
-11.6811 -7.07098 -0.391875 
-11.6614 -7.12742 -0.389899 
-11.7064 -7.16224 -0.366445 
